C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_198.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_198.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_198.jpg,0,0,0,5.429156E-07,179.81,1.683795,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_277.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_277.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_277.jpg,0,0,0,1.226083E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_361.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_361.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_361.jpg,0,0,0,9.830236E-07,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_446.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_446.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_446.jpg,0,0,0,1.375869E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_530.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_530.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_530.jpg,0,0,0,4.888081E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_614.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_614.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_614.jpg,0,0,0,2.497379E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_698.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_698.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_698.jpg,0,0,0,3.892359E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_784.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_784.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_784.jpg,0,0,0,3.896704E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_864.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_864.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_864.jpg,0,0,0,7.713366E-06,179.81,1.683795,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_54_945.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_54_945.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_54_945.jpg,0,0,0,2.478056E-06,179.81,1.683795,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_029.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_029.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_029.jpg,0,0,0,6.601956E-06,179.81,1.683795,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_109.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_109.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_109.jpg,0,0,0,3.268561E-07,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_189.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_189.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_189.jpg,0,0,0,2.007024E-06,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_270.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_270.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_270.jpg,0,0,0,7.313742E-06,179.81,1.683795,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_347.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_347.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_347.jpg,0,0,0,1.065509E-05,179.81,1.683794,89.85901
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_432.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_432.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_432.jpg,0,0.1712067,0,0.06770545,179.8102,1.683793,89.8604
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_511.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_511.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_511.jpg,0,0.4016753,0,0.4354357,179.8113,1.683782,89.86927
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_592.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_592.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_592.jpg,0,0.643434,0,0.8705445,179.8142,1.683736,89.89288
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_672.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_672.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_672.jpg,0,0.8845979,0,1.672787,179.8202,1.683643,89.94073
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_749.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_749.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_749.jpg,0,1,0,2.572195,179.8301,1.683475,90.01956
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_831.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_831.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_831.jpg,0,1,0,3.508273,179.8441,1.683235,90.13163
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_912.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_912.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_912.jpg,0,1,0,4.447368,179.8623,1.682949,90.27699
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_55_992.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_55_992.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_55_992.jpg,0,1,0,5.3773,179.8846,1.682643,90.45545
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_56_073.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_56_073.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_56_073.jpg,-0.2,1,0,6.292399,179.9073,1.682331,90.66705
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_56_152.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_56_152.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_56_152.jpg,-0.4,1,0,7.181428,179.9225,1.682021,90.91154
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_56_232.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_56_232.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_56_232.jpg,-0.6000001,1,0,8.040653,179.9239,1.681717,91.18762
C:\Users\mazte\Jupyter Projects\Training_Data\IMG\center_2018_11_04_16_11_56_311.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\left_2018_11_04_16_11_56_311.jpg,C:\Users\mazte\Jupyter Projects\Training_Data\IMG\right_2018_11_04_16_11_56_311.jpg,-0.8000001,1,0,8.863764,179.9048,1.681418,91.49302
